epoch	word_acc	length_acc	first_char_acc	second_char_acc	last_but_1_char_acc	last_char_acc
92	0.246	0.995	0.9305413687436159	0.8998978549540347	0.8998978549540347	0.95097037793667
93	0.257	0.973	0.9325842696629213	0.9090909090909091	0.8712972420837589	0.9417773237997957
94	0.27	0.995	0.940755873340143	0.9101123595505618	0.898876404494382	0.9499489274770173
95	0.256	0.991	0.933605720122574	0.9101123595505618	0.9029622063329928	0.958120531154239
96	0.168	0.471	0.9274770173646578	0.8855975485188968	0.6915219611848825	0.7425944841675178
97	0.269	0.997	0.9325842696629213	0.8947906026557712	0.8968335035750766	0.95097037793667
98	0.266	0.996	0.9295199182839632	0.9019407558733401	0.8978549540347294	0.9489274770173647
99	0.292	0.994	0.9397344228804902	0.906026557711951	0.9203268641470889	0.958120531154239
100	0.279	0.993	0.9295199182839632	0.8978549540347294	0.9101123595505618	0.9591419816138917
101	0.281	0.996	0.933605720122574	0.9009193054136875	0.9121552604698672	0.9591419816138917
102	0.291	0.99	0.933605720122574	0.9111338100102145	0.9213483146067416	0.9560776302349336
103	0.295	0.996	0.9366700715015321	0.9080694586312564	0.923391215526047	0.9570990806945863
104	0.294	0.997	0.9325842696629213	0.9019407558733401	0.9101123595505618	0.9560776302349336
105	0.304	0.997	0.9387129724208376	0.9101123595505618	0.9121552604698672	0.9611848825331971
106	0.301	0.996	0.9376915219611849	0.9070480081716037	0.9172625127681308	0.958120531154239
107	0.31	0.995	0.9274770173646578	0.9050051072522982	0.9244126659856997	0.965270684371808
108	0.317	0.995	0.9366700715015321	0.9039836567926456	0.9305413687436159	0.9673135852911133
109	0.318	0.997	0.9376915219611849	0.9131767109295199	0.9284984678243106	0.9611848825331971
110	0.32	0.994	0.9397344228804902	0.9101123595505618	0.9193054136874361	0.9611848825331971
111	0.325	0.993	0.9295199182839632	0.9019407558733401	0.9254341164453525	0.9632277834525026
112	0.323	0.995	0.9397344228804902	0.906026557711951	0.9019407558733401	0.9611848825331971
113	0.331	0.993	0.9366700715015321	0.9111338100102145	0.9152196118488254	0.9632277834525026
114	0.346	0.997	0.9366700715015321	0.9131767109295199	0.916241062308478	0.9642492339121552
115	0.342	0.998	0.9397344228804902	0.9182839632277835	0.9295199182839632	0.9703779366700716
116	0.344	0.996	0.933605720122574	0.9121552604698672	0.9244126659856997	0.9673135852911133
117	0.341	0.996	0.9376915219611849	0.9101123595505618	0.9223697650663942	0.9632277834525026
118	0.338	0.993	0.933605720122574	0.9152196118488254	0.9295199182839632	0.9591419816138917
119	0.335	0.996	0.9397344228804902	0.906026557711951	0.923391215526047	0.9601634320735445
120	0.359	0.996	0.9366700715015321	0.9182839632277835	0.9305413687436159	0.9683350357507661
121	0.359	0.996	0.9376915219611849	0.9131767109295199	0.9315628192032687	0.9724208375893769
122	0.369	0.995	0.9387129724208376	0.9141981613891726	0.9264555669050051	0.9703779366700716
123	0.353	0.993	0.9376915219611849	0.9152196118488254	0.9254341164453525	0.9662921348314607
124	0.362	0.993	0.940755873340143	0.9111338100102145	0.9203268641470889	0.965270684371808
125	0.354	0.992	0.940755873340143	0.9172625127681308	0.9019407558733401	0.9530132788559755
126	0.361	0.992	0.9438202247191011	0.9172625127681308	0.933605720122574	0.9601634320735445
127	0.373	0.997	0.9427987742594485	0.9121552604698672	0.9376915219611849	0.975485188968335
128	0.37	0.994	0.940755873340143	0.9070480081716037	0.9305413687436159	0.965270684371808
129	0.378	0.997	0.9397344228804902	0.9193054136874361	0.9376915219611849	0.9724208375893769
130	0.38	0.997	0.9417773237997957	0.9152196118488254	0.9387129724208376	0.965270684371808
131	0.38	0.998	0.9376915219611849	0.9203268641470889	0.9366700715015321	0.9724208375893769
132	0.377	0.993	0.9448416751787538	0.9131767109295199	0.923391215526047	0.9642492339121552
133	0.384	0.997	0.9438202247191011	0.9182839632277835	0.9376915219611849	0.965270684371808
134	0.283	0.848	0.9397344228804902	0.9152196118488254	0.7640449438202247	0.856996935648621
135	0.393	0.998	0.9499489274770173	0.9193054136874361	0.9387129724208376	0.9724208375893769
136	0.403	0.99	0.9458631256384066	0.9193054136874361	0.9325842696629213	0.9693564862104188
137	0.395	0.998	0.947906026557712	0.9172625127681308	0.9417773237997957	0.9703779366700716
138	0.387	0.996	0.9438202247191011	0.9131767109295199	0.9254341164453525	0.9713993871297242
139	0.405	0.997	0.9530132788559755	0.9254341164453525	0.9397344228804902	0.9724208375893769
140	0.394	0.998	0.947906026557712	0.9244126659856997	0.9387129724208376	0.975485188968335
141	0.407	0.992	0.9499489274770173	0.9244126659856997	0.9254341164453525	0.9642492339121552
142	0.412	0.998	0.947906026557712	0.9223697650663942	0.9387129724208376	0.9744637385086823
143	0.405	0.997	0.9519918283963228	0.9264555669050051	0.9438202247191011	0.9765066394279878
144	0.411	0.995	0.9499489274770173	0.9274770173646578	0.9315628192032687	0.9683350357507661
145	0.398	0.997	0.9468845760980592	0.9141981613891726	0.9448416751787538	0.9724208375893769
146	0.428	0.997	0.9468845760980592	0.9244126659856997	0.947906026557712	0.975485188968335
147	0.404	0.996	0.9438202247191011	0.9264555669050051	0.9356486210418795	0.9673135852911133
148	0.421	0.998	0.9519918283963228	0.9244126659856997	0.9438202247191011	0.9724208375893769
149	0.423	0.998	0.9530132788559755	0.9223697650663942	0.9448416751787538	0.9765066394279878
150	0.421	0.996	0.9438202247191011	0.9264555669050051	0.9458631256384066	0.9775280898876404
151	0.417	0.996	0.9438202247191011	0.9193054136874361	0.9468845760980592	0.9724208375893769
152	0.429	0.998	0.947906026557712	0.9152196118488254	0.9458631256384066	0.975485188968335
153	0.433	0.997	0.95097037793667	0.9284984678243106	0.940755873340143	0.9775280898876404
154	0.421	0.997	0.9438202247191011	0.9284984678243106	0.9448416751787538	0.9744637385086823
155	0.446	0.997	0.9448416751787538	0.9305413687436159	0.9427987742594485	0.9765066394279878
156	0.416	0.997	0.9458631256384066	0.923391215526047	0.9448416751787538	0.975485188968335
157	0.245	0.534	0.947906026557712	0.9244126659856997	0.627170582226762	0.6792645556690501
158	0.442	0.997	0.95097037793667	0.933605720122574	0.940755873340143	0.975485188968335
159	0.438	0.997	0.9540347293156282	0.9305413687436159	0.9530132788559755	0.9795709908069459
160	0.439	0.997	0.9540347293156282	0.9315628192032687	0.9489274770173647	0.9734422880490297
161	0.435	0.997	0.95097037793667	0.9346271705822268	0.9519918283963228	0.9795709908069459
162	0.437	0.997	0.9540347293156282	0.933605720122574	0.947906026557712	0.9765066394279878
163	0.447	0.999	0.9550561797752809	0.933605720122574	0.9468845760980592	0.9816138917262512
164	0.446	0.997	0.9489274770173647	0.9305413687436159	0.9427987742594485	0.9765066394279878
165	0.427	0.997	0.95097037793667	0.9254341164453525	0.95097037793667	0.9683350357507661
166	0.375	0.931	0.95097037793667	0.9295199182839632	0.8437180796731358	0.8947906026557712
167	0.439	0.998	0.9530132788559755	0.9284984678243106	0.9438202247191011	0.9795709908069459
168	0.443	0.997	0.9519918283963228	0.9305413687436159	0.947906026557712	0.975485188968335
169	0.439	0.998	0.9519918283963228	0.9366700715015321	0.947906026557712	0.982635342185904
170	0.426	0.924	0.947906026557712	0.9315628192032687	0.891726251276813	0.9244126659856997
171	0.453	0.999	0.9499489274770173	0.9315628192032687	0.95097037793667	0.9836567926455567
172	0.451	0.998	0.9458631256384066	0.9274770173646578	0.9468845760980592	0.9805924412665986
173	0.461	0.999	0.9519918283963228	0.9284984678243106	0.9519918283963228	0.982635342185904
174	0.442	0.998	0.9530132788559755	0.9305413687436159	0.9530132788559755	0.9856996935648621
175	0.455	0.998	0.9560776302349336	0.933605720122574	0.9530132788559755	0.982635342185904
176	0.476	0.999	0.9540347293156282	0.9356486210418795	0.9489274770173647	0.982635342185904
177	0.452	0.998	0.9519918283963228	0.9264555669050051	0.9489274770173647	0.9765066394279878
178	0.452	0.998	0.9519918283963228	0.9274770173646578	0.958120531154239	0.9846782431052093
179	0.466	0.998	0.9530132788559755	0.9397344228804902	0.9519918283963228	0.9836567926455567
180	0.466	0.998	0.9489274770173647	0.940755873340143	0.9499489274770173	0.9785495403472931
181	0.457	0.984	0.9560776302349336	0.9346271705822268	0.9376915219611849	0.9765066394279878
182	0.467	0.998	0.95097037793667	0.9254341164453525	0.9519918283963228	0.9856996935648621
183	0.467	0.999	0.958120531154239	0.9376915219611849	0.9530132788559755	0.982635342185904
184	0.446	0.994	0.947906026557712	0.9295199182839632	0.9448416751787538	0.9724208375893769
185	0.472	0.999	0.9560776302349336	0.9376915219611849	0.947906026557712	0.9836567926455567
186	0.462	0.992	0.9591419816138917	0.9315628192032687	0.947906026557712	0.9775280898876404
187	0.477	0.999	0.9560776302349336	0.9366700715015321	0.9540347293156282	0.9856996935648621
188	0.468	0.989	0.9560776302349336	0.9346271705822268	0.9489274770173647	0.9744637385086823
189	0.473	0.998	0.9540347293156282	0.9417773237997957	0.9550561797752809	0.9867211440245148
190	0.471	0.998	0.9530132788559755	0.9448416751787538	0.9519918283963228	0.9785495403472931
191	0.48	0.997	0.9591419816138917	0.9448416751787538	0.9530132788559755	0.9867211440245148
192	0.486	0.992	0.9570990806945863	0.9387129724208376	0.958120531154239	0.975485188968335
193	0.451	0.995	0.9550561797752809	0.933605720122574	0.9356486210418795	0.9775280898876404
194	0.495	0.997	0.9540347293156282	0.9356486210418795	0.958120531154239	0.982635342185904
195	0.483	0.998	0.9591419816138917	0.940755873340143	0.9519918283963228	0.9856996935648621
196	0.478	0.998	0.9570990806945863	0.9346271705822268	0.9560776302349336	0.9877425944841676
197	0.485	0.998	0.9632277834525026	0.9438202247191011	0.95097037793667	0.9795709908069459
198	0.486	0.999	0.9601634320735445	0.9387129724208376	0.9560776302349336	0.9908069458631257
199	0.493	0.996	0.9570990806945863	0.9448416751787538	0.9550561797752809	0.9846782431052093
200	0.496	0.995	0.9632277834525026	0.9387129724208376	0.9499489274770173	0.9836567926455567
201	0.48	0.998	0.965270684371808	0.9346271705822268	0.9489274770173647	0.9836567926455567
202	0.487	0.996	0.958120531154239	0.940755873340143	0.9591419816138917	0.9816138917262512
203	0.489	0.998	0.9611848825331971	0.9387129724208376	0.9530132788559755	0.9816138917262512
204	0.486	0.999	0.9550561797752809	0.9397344228804902	0.9550561797752809	0.9816138917262512
205	0.491	0.997	0.9601634320735445	0.9489274770173647	0.9530132788559755	0.9816138917262512
206	0.479	0.999	0.9591419816138917	0.9438202247191011	0.9489274770173647	0.9867211440245148
207	0.498	0.996	0.9632277834525026	0.9458631256384066	0.9468845760980592	0.9867211440245148
208	0.499	0.997	0.9632277834525026	0.9376915219611849	0.9560776302349336	0.9856996935648621
209	0.499	0.994	0.965270684371808	0.9448416751787538	0.947906026557712	0.9795709908069459
210	0.491	0.987	0.9560776302349336	0.940755873340143	0.9458631256384066	0.9775280898876404
211	0.497	0.997	0.9632277834525026	0.9499489274770173	0.95097037793667	0.9867211440245148
212	0.512	0.997	0.9662921348314607	0.9468845760980592	0.9540347293156282	0.9877425944841676
213	0.49	0.999	0.9632277834525026	0.9468845760980592	0.9530132788559755	0.9867211440245148
214	0.5	0.995	0.9632277834525026	0.9438202247191011	0.9519918283963228	0.9887640449438202
215	0.486	0.996	0.9611848825331971	0.947906026557712	0.9530132788559755	0.9836567926455567
216	0.502	0.995	0.9622063329928499	0.9438202247191011	0.9489274770173647	0.9816138917262512
217	0.489	0.992	0.9611848825331971	0.9458631256384066	0.940755873340143	0.9734422880490297
218	0.495	0.998	0.965270684371808	0.9417773237997957	0.9519918283963228	0.9846782431052093
219	0.502	0.999	0.9662921348314607	0.9427987742594485	0.9560776302349336	0.9856996935648621
220	0.497	0.996	0.965270684371808	0.9499489274770173	0.95097037793667	0.9846782431052093
221	0.507	0.997	0.9642492339121552	0.9438202247191011	0.9570990806945863	0.9785495403472931
222	0.489	0.998	0.9611848825331971	0.940755873340143	0.9560776302349336	0.982635342185904
223	0.499	0.997	0.9622063329928499	0.9448416751787538	0.9550561797752809	0.9897854954034729
224	0.503	0.999	0.965270684371808	0.9427987742594485	0.9601634320735445	0.9846782431052093
225	0.498	0.998	0.9550561797752809	0.9438202247191011	0.9550561797752809	0.9877425944841676
226	0.495	0.996	0.9662921348314607	0.95097037793667	0.9540347293156282	0.9836567926455567
227	0.501	0.996	0.9693564862104188	0.9448416751787538	0.9540347293156282	0.9805924412665986
228	0.507	0.998	0.9713993871297242	0.95097037793667	0.9570990806945863	0.9897854954034729
229	0.503	0.998	0.9632277834525026	0.9448416751787538	0.9560776302349336	0.9908069458631257
230	0.511	0.995	0.9632277834525026	0.9489274770173647	0.9560776302349336	0.9836567926455567
231	0.515	0.998	0.9683350357507661	0.9438202247191011	0.9570990806945863	0.9846782431052093
232	0.494	0.998	0.9662921348314607	0.9448416751787538	0.9519918283963228	0.9846782431052093
233	0.498	0.995	0.9713993871297242	0.9417773237997957	0.9550561797752809	0.9816138917262512
234	0.485	0.987	0.9683350357507661	0.9427987742594485	0.9376915219611849	0.9673135852911133
235	0.482	0.996	0.965270684371808	0.9417773237997957	0.9540347293156282	0.9805924412665986
236	0.512	0.999	0.9724208375893769	0.9427987742594485	0.9601634320735445	0.9867211440245148
237	0.5	0.997	0.9622063329928499	0.9489274770173647	0.9540347293156282	0.982635342185904
238	0.491	0.996	0.975485188968335	0.9438202247191011	0.9550561797752809	0.9805924412665986
239	0.509	0.998	0.9734422880490297	0.9489274770173647	0.9601634320735445	0.9877425944841676
240	0.472	0.96	0.9673135852911133	0.9356486210418795	0.9193054136874361	0.95097037793667
241	0.499	0.996	0.9642492339121552	0.9519918283963228	0.9530132788559755	0.9836567926455567
242	0.505	0.998	0.9693564862104188	0.9438202247191011	0.9560776302349336	0.9877425944841676
243	0.508	0.997	0.9713993871297242	0.9438202247191011	0.9601634320735445	0.9867211440245148
244	0.498	0.996	0.9683350357507661	0.9417773237997957	0.9591419816138917	0.9836567926455567
245	0.51	0.997	0.9693564862104188	0.9540347293156282	0.9622063329928499	0.982635342185904
246	0.5	0.997	0.9673135852911133	0.940755873340143	0.9560776302349336	0.9805924412665986
247	0.499	0.994	0.9713993871297242	0.9489274770173647	0.9387129724208376	0.9795709908069459
248	0.526	0.997	0.9662921348314607	0.9499489274770173	0.9632277834525026	0.9856996935648621
249	0.51	0.997	0.9683350357507661	0.95097037793667	0.9611848825331971	0.9836567926455567
250	0.501	0.998	0.9693564862104188	0.9468845760980592	0.9601634320735445	0.982635342185904
251	0.522	0.997	0.9713993871297242	0.9499489274770173	0.958120531154239	0.9816138917262512
252	0.506	0.998	0.9744637385086823	0.9468845760980592	0.9622063329928499	0.9836567926455567
253	0.508	0.996	0.9673135852911133	0.9468845760980592	0.9601634320735445	0.9867211440245148
254	0.524	0.998	0.9713993871297242	0.947906026557712	0.9611848825331971	0.9867211440245148
255	0.514	0.997	0.965270684371808	0.9468845760980592	0.9611848825331971	0.982635342185904
256	0.512	0.995	0.9713993871297242	0.9499489274770173	0.9622063329928499	0.9846782431052093
257	0.525	0.996	0.9724208375893769	0.947906026557712	0.9683350357507661	0.9836567926455567
258	0.518	0.995	0.9724208375893769	0.9458631256384066	0.9632277834525026	0.9785495403472931
259	0.509	0.997	0.9734422880490297	0.9499489274770173	0.9642492339121552	0.9836567926455567
260	0.523	0.997	0.9693564862104188	0.9519918283963228	0.965270684371808	0.9856996935648621
261	0.516	0.997	0.965270684371808	0.95097037793667	0.9662921348314607	0.9846782431052093
262	0.514	0.996	0.9713993871297242	0.947906026557712	0.9530132788559755	0.9805924412665986
263	0.511	0.997	0.9724208375893769	0.947906026557712	0.9642492339121552	0.9836567926455567
264	0.527	0.996	0.9703779366700716	0.9530132788559755	0.9611848825331971	0.982635342185904
265	0.52	0.999	0.9673135852911133	0.95097037793667	0.9683350357507661	0.9856996935648621
266	0.524	0.995	0.9703779366700716	0.9519918283963228	0.9591419816138917	0.982635342185904
267	0.513	0.995	0.9724208375893769	0.947906026557712	0.958120531154239	0.9775280898876404
268	0.521	0.996	0.975485188968335	0.9499489274770173	0.965270684371808	0.9846782431052093
269	0.514	0.997	0.975485188968335	0.9499489274770173	0.9560776302349336	0.9867211440245148
270	0.521	0.998	0.9734422880490297	0.9489274770173647	0.9611848825331971	0.982635342185904
271	0.505	0.986	0.9724208375893769	0.9530132788559755	0.9356486210418795	0.975485188968335
272	0.502	0.999	0.9683350357507661	0.9489274770173647	0.965270684371808	0.9867211440245148
273	0.514	0.996	0.9703779366700716	0.9519918283963228	0.965270684371808	0.9836567926455567
274	0.464	0.934	0.9683350357507661	0.9540347293156282	0.8794688457609806	0.9295199182839632
275	0.508	0.997	0.9734422880490297	0.9530132788559755	0.9662921348314607	0.9867211440245148
276	0.527	0.997	0.9734422880490297	0.9499489274770173	0.9622063329928499	0.9836567926455567
277	0.515	0.996	0.9713993871297242	0.9530132788559755	0.9632277834525026	0.9836567926455567
278	0.503	0.997	0.9734422880490297	0.9468845760980592	0.9530132788559755	0.982635342185904
279	0.519	0.997	0.965270684371808	0.9560776302349336	0.9601634320735445	0.9816138917262512
280	0.513	0.997	0.9673135852911133	0.9519918283963228	0.9642492339121552	0.9887640449438202
281	0.52	0.997	0.975485188968335	0.9530132788559755	0.9591419816138917	0.9856996935648621
282	0.501	0.997	0.9744637385086823	0.9499489274770173	0.9601634320735445	0.982635342185904
283	0.522	0.996	0.9734422880490297	0.95097037793667	0.9622063329928499	0.982635342185904
284	0.522	0.998	0.9683350357507661	0.947906026557712	0.9611848825331971	0.9856996935648621
